gene,product,location
N/A,hypothetical protein,[1558605:1559952](+)
gshA,Glutamate--cysteine ligase,[1559955:1561329](-)
rsmE,16S rRNA (uracil(1498)-N(3))-methyltransferase,[1561426:1562173](-)
ubiA,4-hydroxybenzoate polyprenyltransferase,[1562277:1563180](+)
N/A,Phospholipase D,[1563176:1564625](+)
N/A,Chromosome partition protein Smc,[1564729:1568170](-)
N/A,hypothetical protein,[1568265:1569000](-)
N/A,Putative protein-disulfide oxidoreductase,[1569045:1569717](-)
N/A,hypothetical protein,[1569798:1570275](-)
mutY,putative A/G-specific adenine glycosylase YfhQ,[1570367:1571435](+)
nudC,NAD(+) diphosphatase,[1571418:1572327](+)
N/A,Metalloprotease PmbA like protein,[1572365:1573712](+)
N/A,Inositol-phosphate phosphatase,[1573698:1574496](+)
N/A,NADH:ubiquinone reductase (H(+)-translocating),[1574619:1575123](-)
purD,Phosphoribosylamine--glycine ligase,[1575185:1576463](-)
xseA,Exodeoxyribonuclease VII,[1576470:1577976](+)
N/A,hypothetical protein,[1578010:1578223](+)
N/A,Colicin I receptor,[1578673:1581745](+)
N/A,Chaperone protein ClpB,[1581846:1584426](-)
N/A,Bacterial leucyl aminopeptidase,[1584519:1586157](-)
pqqL,putative zinc protease,[1586306:1589168](+)
N/A,hypothetical protein,[1589189:1589492](+)
N/A,Transcriptional regulator SlyA,[1589602:1590052](+)
N/A,Outer membrane lipoprotein Omp16 like protein,[1590367:1590883](-)
N/A,Protein TolB,[1590907:1592230](-)
N/A,Leucine-rich repeat extensin-like protein,[1592226:1593195](-)
N/A,Biopolymer transport protein exbD2,[1593213:1593678](-)
N/A,hypothetical protein,[1593863:1594574](-)
ybgC,Acyl-CoA thioester hydrolase,[1594582:1595053](-)
N/A,3-hydroxyacyl-CoA dehydrogenase,[1595270:1596149](+)
N/A,Anaerobic nitric oxide reductase transcription regulator NorR,[1596193:1597204](-)
N/A,Phage shock protein A like protein,[1597354:1598029](+)
N/A,hypothetical protein,[1598033:1598300](+)
N/A,hypothetical protein,[1598301:1598682](+)
N/A,hypothetical protein,[1598709:1598961](+)
N/A,hypothetical protein,[1598972:1599203](+)
N/A,Sulfur acceptor protein CsdE,[1599249:1599663](+)
N/A,hypothetical protein,[1599729:1600221](+)
N/A,Gamma-glutamyltransferase,[1600344:1602045](-)
pyrD,Dihydroorotate dehydrogenase (quinone),[1602090:1603137](-)
N/A,hypothetical protein,[1603477:1604422](+)
N/A,Protein aau3,[1604535:1604985](+)
N/A,UPF0051 protein,[1604981:1606466](+)
N/A,hypothetical protein,[1606600:1607056](+)
N/A,Arabinose import ATP-binding protein AraG,[1607056:1607806](+)
N/A,"Protein ABCI7, chloroplastic",[1607802:1608555](+)
sufS,Cysteine desulfurase,[1608551:1609760](+)
N/A,MIP18 family protein YitW,[1609756:1610209](+)
N/A,uncharacterized protein,[1610208:1610568](+)
N/A,hypothetical protein,[1610661:1611468](+)
N/A,hypothetical protein,[1611547:1611706](+)
N/A,Protein PagO,[1611801:1612701](-)
ltaE,L-threonine aldolase,[1612697:1613711](-)
ilvE,Branched-chain-amino-acid transaminase,[1613863:1614955](+)
ubiH,2-octaprenyl-6-methoxyphenol hydroxylase,[1615069:1616278](+)
N/A,Cytochrome b561 like protein,[1616354:1616870](-)
acsS,Acetate--CoA ligase,[1616897:1618841](-)
N/A,Glutathione transferase,[1619013:1619685](+)
N/A,putative diguanylate cyclase YeaP,[1619722:1620886](-)
N/A,AhcY transcriptional activator HvrB,[1620978:1621860](-)
N/A,Protein CdcH,[1622197:1624492](+)
pmtA,Phosphatidylethanolamine N-methyltransferase,[1624641:1625268](+)
proA,Glutamate-5-semialdehyde dehydrogenase,[1625397:1626663](+)
kdsA,3-deoxy-8-phosphooctulonate synthase,[1626722:1627544](-)
N/A,hypothetical protein,[1627549:1627843](-)
N/A,hypothetical protein,[1627865:1628993](+)
ptlI,Pentalenene oxygenase,[1628989:1630363](+)
N/A,hypothetical protein,[1630381:1630678](-)
N/A,hypothetical protein,[1630923:1631331](+)
thiC,Phosphomethylpyrimidine synthase,[1631342:1633202](+)
N/A,Nicotinate dehydrogenase small FeS subunit,[1633696:1634335](+)
yagS,Xanthine dehydrogenase,[1634331:1635288](+)
yagR,Xanthine dehydrogenase,[1635284:1637501](+)
N/A,hypothetical protein,[1637568:1639611](+)
N/A,Anaerobic regulatory protein,[1639692:1640454](+)
pepP,Xaa-Pro aminopeptidase,[1640851:1642633](-)
ptrB,Oligopeptidase B,[1642739:1644800](+)
N/A,hypothetical protein,[1644909:1645308](+)
N/A,Protein TolA,[1645389:1646013](+)
N/A,hypothetical protein,[1646064:1646340](-)
N/A,ATM1-type heavy metal exporter,[1646354:1648205](-)
dapD,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",[1648398:1649238](-)
N/A,hypothetical protein,[1649234:1649906](-)
N/A,hypothetical protein,[1649973:1650849](-)
N/A,hypothetical protein,[1650934:1651600](-)
serC,Phosphoserine transaminase,[1651806:1652970](+)
slcC,(S)-sulfolactate dehydrogenase,[1653089:1654670](+)
N/A,ATP phosphoribosyltransferase regulatory subunit,[1654798:1655950](+)
purA,Adenylosuccinate synthase,[1656083:1657373](+)
N/A,hypothetical protein,[1657378:1657561](+)
N/A,hypothetical protein,[1657756:1658326](+)
N/A,C4-dicarboxylate transport protein,[1658426:1659722](-)
N/A,L-cystine transporter YdjN,[1659866:1661198](-)
pdxH,Pyridoxal 5'-phosphate synthase,[1661300:1661876](-)
N/A,"DnaJ like protein 1, mitochondrial",[1661995:1662925](+)
N/A,Putative ribonuclease-like protein YfkH,[1662951:1663923](+)
fabI,Enoyl-[acyl-carrier-protein] reductase (NADH),[1663919:1664729](+)
N/A,hypothetical protein,[1664756:1664990](+)
N/A,hypothetical protein,[1664982:1665390](+)
aroC,Chorismate synthase,[1665386:1666463](+)
phzF,"Trans-2,3-dihydro-3-hydroxyanthranilate isomerase",[1666856:1667645](+)
nylB,6-aminohexanoate-oligomer exohydrolase,[1667641:1668766](-)
N/A,hypothetical protein,[1668804:1669125](+)
recQ,DNA helicase,[1669126:1670899](+)
N/A,hypothetical protein,[1670969:1671398](+)
N/A,uncharacterized protein,[1671397:1672582](+)
N/A,Threonine/homoserine exporter RhtA,[1672764:1673694](-)
N/A,Glutamate uptake regulatory protein,[1673768:1674245](+)
N/A,hypothetical protein,[1674287:1674509](+)
N/A,hypothetical protein,[1674449:1674899](-)
N/A,Zinc transporter ZitB,[1675003:1675990](-)
N/A,Transcriptional repressor RcnR,[1675992:1676265](-)
lcyB,Lycopene beta-cyclase,[1676371:1677523](+)
N/A,All-trans-zeta-carotene desaturase,[1677522:1679004](+)
N/A,putative cytokinin riboside 5'-monophosphate phosphoribohydrolase LOGL8,[1679000:1679582](+)
N/A,15-cis-phytoene synthase,[1679619:1680579](+)
N/A,Ammonium transporter 2 member,[1680680:1682105](-)
N/A,Nitrogen regulatory protein P-II,[1682118:1682457](-)
N/A,hypothetical protein,[1682616:1683186](-)
N/A,Metalloprotease TldD like protein,[1683246:1684689](-)
N/A,hypothetical protein,[1684749:1684977](-)
N/A,hypothetical protein,[1685181:1686186](-)
N/A,D-amino-acid transaminase,[1686428:1687280](-)
N/A,DNA-directed DNA polymerase,[1687359:1688757](-)
N/A,hypothetical protein,[1688764:1689229](-)
N/A,hypothetical protein,[1689289:1689646](-)
N/A,hypothetical protein,[1689717:1690968](-)
N/A,Putative aldolase class 2 protein,[1691041:1691800](-)
N/A,30S ribosomal protein S21,[1692022:1692229](+)
fkpA,Peptidylprolyl isomerase,[1692301:1692862](+)
N/A,UPF0118 membrane protein YrrI,[1692905:1693985](-)
N/A,Signal peptidase I,[1694008:1694905](-)
acpS,Holo-[acyl-carrier-protein] synthase,[1694937:1695339](-)
pdxJ,Pyridoxine 5'-phosphate synthase,[1695335:1696073](-)
pyrE,Orotate phosphoribosyltransferase,[1696078:1696660](-)
N/A,Cytochrome-c oxidase,[1696946:1697954](+)
N/A,Cytochrome-c oxidase,[1697972:1699640](+)
cyoE,Protoheme IX farnesyltransferase,[1699759:1700680](+)
N/A,hypothetical protein,[1700676:1700808](+)
N/A,Cytochrome c oxidase assembly protein CtaG,[1700807:1701383](+)
N/A,Cytochrome-c oxidase,[1701427:1702258](+)
N/A,hypothetical protein,[1702464:1703103](+)
thrC,Threonine synthase,[1703147:1704548](+)
rlmI,23S rRNA (cytosine(1962)-C(5))-methyltransferase,[1704544:1705414](+)
N/A,uncharacterized protein,[1705448:1706684](-)
rlmH,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase,[1706765:1707188](-)
N/A,Ribosomal silencing factor RsfS,[1707232:1707622](-)
nadD,Nicotinate-nucleotide adenylyltransferase,[1707634:1708264](-)
crtZ,Beta-carotene 3-hydroxylase,[1708268:1708781](-)
N/A,hypothetical protein,[1708891:1709632](-)
metC,Cystathionine beta-lyase,[1709832:1711050](-)
mpsT,Thiosulfate sulfurtransferase,[1711046:1711895](-)
N/A,Lysine-rich arabinogalactan protein,[1712054:1713308](-)
queF,PreQ(1) synthase,[1713409:1713877](+)
N/A,Methionine synthase,[1714014:1714386](+)
N/A,Membrane alanyl aminopeptidase,[1714476:1717107](+)
N/A,Putative oligopeptide transporter,[1717143:1719108](-)
N/A,hypothetical protein,[1719169:1720003](-)
N/A,hypothetical protein,[1719959:1720331](-)
alaA,Valine--pyruvate transaminase,[1720697:1722020](+)
N/A,hypothetical protein,[1722216:1722570](+)
N/A,hypothetical protein,[1722566:1723214](+)
N/A,Site-specific DNA-methyltransferase (adenine-specific),[1723206:1724751](+)
N/A,Type II site-specific deoxyribonuclease,[1724743:1727227](+)
N/A,Endopeptidase La,[1727293:1727488](+)
N/A,hypothetical protein,[1727803:1729303](-)
N/A,hypothetical protein,[1729457:1729910](+)
N/A,hypothetical protein,[1730334:1731096](+)
N/A,hypothetical protein,[1731092:1731677](+)
N/A,hypothetical protein,[1731970:1732294](+)
N/A,hypothetical protein,[1732290:1733787](+)
mcrB,5-methylcytosine-specific restriction enzyme,[1733972:1737683](+)
N/A,hypothetical protein,[1737679:1739011](+)
N/A,hypothetical protein,[1739548:1746784](+)
hepA,RNA polymerase-associated protein RapA,[1746776:1749458](+)
N/A,Nuclease SbcCD subunit,[1749648:1753356](-)
N/A,Nuclease SbcCD subunit,[1753355:1754588](-)
N/A,hypothetical protein,[1754659:1756147](-)
N/A,hypothetical protein,[1756212:1757253](-)
draG,ADP-ribosyl-[dinitrogen reductase] hydrolase,[1757388:1758873](-)
N/A,hypothetical protein,[1759044:1759293](+)
N/A,hypothetical protein,[1759405:1759753](+)
N/A,hypothetical protein,[1759752:1759911](+)
N/A,hypothetical protein,[1759922:1760162](+)
N/A,hypothetical protein,[1760163:1760901](+)
N/A,hypothetical protein,[1760990:1761689](-)
N/A,Transposase InsI for insertion sequence element IS30A,[1762034:1762934](+)
N/A,hypothetical protein,[1763132:1763615](-)
N/A,hypothetical protein,[1763571:1763841](-)
N/A,hypothetical protein,[1763969:1764482](-)
N/A,dGTPase,[1764658:1766002](-)
N/A,hypothetical protein,[1766360:1766930](+)
N/A,hypothetical protein,[1767181:1767604](+)
N/A,hypothetical protein,[1767581:1768535](+)
N/A,hypothetical protein,[1768612:1769863](-)
N/A,hypothetical protein,[1769862:1770864](-)
N/A,hypothetical protein,[1770908:1771691](-)
N/A,uncharacterized protein,[1771822:1773376](-)
N/A,uncharacterized protein,[1773435:1773783](-)
N/A,hypothetical protein,[1773779:1774163](-)
N/A,hypothetical protein,[1774232:1774658](+)
N/A,uncharacterized protein,[1774654:1775011](+)
N/A,uncharacterized protein,[1775042:1776617](+)
N/A,DNA helicase,[1776930:1780089](-)
N/A,hypothetical protein,[1780091:1782779](-)
N/A,hypothetical protein,[1783115:1783652](+)
N/A,hypothetical protein,[1783648:1784008](+)
N/A,hypothetical protein,[1784143:1784647](+)
N/A,hypothetical protein,[1784643:1785219](+)
N/A,hypothetical protein,[1785215:1785401](+)
N/A,hypothetical protein,[1785532:1785964](+)
N/A,hypothetical protein,[1786228:1788118](+)
N/A,hypothetical protein,[1788557:1789202](-)
N/A,hypothetical protein,[1789395:1789575](-)
N/A,hypothetical protein,[1789642:1791019](+)
N/A,hypothetical protein,[1791451:1793395](-)
N/A,hypothetical protein,[1793526:1793829](-)
N/A,hypothetical protein,[1793825:1795025](-)
N/A,DNA-directed DNA polymerase,[1795799:1799063](-)
N/A,Protein ImuB,[1799062:1800724](-)
N/A,Protein ImuA,[1800791:1801571](-)
N/A,hypothetical protein,[1801671:1802094](-)
N/A,hypothetical protein,[1802093:1802711](-)
N/A,hypothetical protein,[1802926:1803277](+)
N/A,hypothetical protein,[1803285:1803786](+)
N/A,hypothetical protein,[1803988:1804507](+)
N/A,hypothetical protein,[1804527:1804959](+)
N/A,hypothetical protein,[1805035:1805410](+)
N/A,Adenosine monophosphate-protein transferase FICD,[1805456:1806989](+)
N/A,hypothetical protein,[1807320:1807752](+)
N/A,hypothetical protein,[1807748:1808234](+)
N/A,Pyrethroid hydrolase,[1808395:1810984](-)
N/A,hypothetical protein,[1810992:1813344](-)
N/A,hypothetical protein,[1813548:1815837](-)
N/A,uncharacterized protein,[1816258:1816765](-)
N/A,uncharacterized protein,[1816761:1818525](-)
N/A,hypothetical protein,[1818529:1818679](-)
N/A,uncharacterized protein,[1818808:1819198](+)
N/A,uncharacterized protein,[1819203:1819896](+)
N/A,8-oxo-dGTP diphosphatase,[1819975:1820653](-)
N/A,hypothetical protein,[1820713:1821598](+)
N/A,Adenylosuccinate synthase,[1821599:1822772](+)
N/A,hypothetical protein,[1822923:1823559](+)
N/A,hypothetical protein,[1823628:1824360](-)
N/A,Chitinase,[1824798:1829661](+)
N/A,hypothetical protein,[1830384:1830717](+)
N/A,hypothetical protein,[1830713:1831334](+)
N/A,hypothetical protein,[1831358:1831736](-)
N/A,putative ATP-dependent helicase lhr,[1831903:1834120](-)
N/A,hypothetical protein,[1834100:1835384](-)
N/A,hypothetical protein,[1835380:1837762](-)
N/A,hypothetical protein,[1837941:1839936](+)
N/A,hypothetical protein,[1839941:1840652](+)
N/A,hypothetical protein,[1840660:1842322](+)
N/A,Non-specific serine/threonine protein kinase,[1842318:1845543](+)
N/A,Peptidylprolyl isomerase,[1845850:1846480](+)
N/A,hypothetical protein,[1846542:1847286](+)
N/A,hypothetical protein,[1847593:1847980](+)
N/A,Carboxymethylenebutenolidase,[1848044:1848959](+)
N/A,Peroxiredoxin,[1849103:1849637](-)
N/A,hypothetical protein,[1849744:1850269](+)
N/A,DNA replication and repair protein RecF,[1850361:1851432](+)
N/A,hypothetical protein,[1851540:1852074](+)
N/A,hypothetical protein,[1852154:1852883](+)
N/A,hypothetical protein,[1853009:1853282](-)
N/A,hypothetical protein,[1853314:1854136](-)
N/A,UPF0719 inner membrane protein,[1854172:1854595](-)
N/A,hypothetical protein,[1854683:1854980](-)
N/A,Cyclopropane-fatty-acyl-phospholipid synthase,[1855117:1856359](-)
yedY,Sulfoxide reductase catalytic subunit YedY,[1856390:1857143](-)
N/A,hypothetical protein,[1857139:1857868](-)
N/A,hypothetical protein,[1858280:1858787](+)
N/A,hypothetical protein,[1859062:1859980](-)
N/A,uncharacterized protein,[1859982:1860459](-)
fumA,Fumarate hydratase,[1860455:1861976](-)
N/A,Glutathione transferase,[1862062:1862707](-)
nrdA,Ribonucleoside-diphosphate reductase,[1863227:1865156](+)
N/A,hypothetical protein,[1865220:1865475](-)
nrdB,Ribonucleoside-diphosphate reductase,[1865562:1866618](+)
N/A,hypothetical protein,[1866783:1866990](+)
N/A,hypothetical protein,[1867371:1867914](+)
N/A,hypothetical protein,[1867910:1868369](-)
N/A,hypothetical protein,[1868507:1868813](-)
N/A,2-iminobutanoate/2-iminopropanoate deaminase,[1868949:1869330](+)
N/A,Arsenate reductase (glutaredoxin),[1869335:1869692](+)
N/A,HTH-type transcriptional regulator IscR,[1869743:1870169](+)
N/A,Hydroxyacylglutathione hydrolase,[1870208:1870865](+)
N/A,hypothetical protein,[1870869:1871298](-)
N/A,50S ribosomal protein L32,[1871508:1871688](+)
plsX,Glycerol-3-phosphate 1-O-acyltransferase,[1871720:1872779](+)
fabH,Beta-ketoacyl-[acyl-carrier-protein] synthase III,[1872775:1873744](+)
N/A,Integration host factor subunit alpha,[1873869:1874166](+)
N/A,putative HTH-type transcriptional regulator in himA 3'region,[1874239:1874611](+)
N/A,Spermidine/spermine N(1)-acetyltransferase,[1874613:1875180](-)
N/A,hypothetical protein,[1875148:1875691](-)
dinG,DNA helicase,[1875687:1878345](-)
lysK,Lysine--tRNA ligase,[1878638:1880216](+)
N/A,hypothetical protein,[1880466:1880940](-)
N/A,Procollagen-proline dioxygenase,[1881126:1881804](-)
N/A,hypothetical protein,[1881901:1882780](-)
N/A,hypothetical protein,[1882992:1883532](+)
N/A,Bacteriophytochrome,[1883524:1886095](+)
dopA,Extradiol ring-cleavage dioxygenase,[1886215:1886974](+)
N/A,Isoquinoline 1-oxidoreductase,[1886981:1887518](-)
N/A,hypothetical protein,[1887514:1887991](-)
alaC,Putative aminotransferase AatC,[1888030:1889239](-)
phbC,Poly-beta-hydroxybutyrate polymerase,[1889380:1891123](+)
N/A,hypothetical protein,[1891264:1892116](+)
N/A,ATP-dependent Clp protease adapter protein ClpS,[1892227:1892635](+)
N/A,Protein AdrA,[1892709:1894491](+)
N/A,hypothetical protein,[1894589:1894967](+)
N/A,Fructose-bisphosphatase,[1895035:1896019](-)
N/A,hypothetical protein,[1896174:1896486](+)
N/A,Homoserine dehydrogenase,[1896500:1897805](-)
N/A,hypothetical protein,[1897903:1898761](-)
N/A,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",[1899011:1899671](+)
N/A,Protein TolQ,[1899742:1900501](+)
N/A,Biopolymer transport protein ExbD,[1900617:1901106](+)
N/A,Biopolymer transport protein exbD1,[1901126:1901549](+)
N/A,hypothetical protein,[1901743:1902061](+)
N/A,ABC transporter B family member,[1902184:1903972](-)
N/A,hypothetical protein,[1904029:1905316](-)
catB,Muconate cycloisomerase,[1905420:1906398](+)
N/A,hypothetical protein,[1906391:1906790](-)
N/A,Large-conductance mechanosensitive channel MscMJLR,[1906879:1908049](-)
N/A,DNA topoisomerase,[1908071:1909079](-)
N/A,hypothetical protein,[1909146:1909851](-)
N/A,hypothetical protein,[1909850:1911218](-)
N/A,hypothetical protein,[1911210:1911330](-)
N/A,GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase,[1911418:1912645](+)
N/A,hypothetical protein,[1912598:1913501](+)
N/A,hypothetical protein,[1913510:1913882](-)
N/A,Homoserine dehydrogenase,[1913878:1914064](-)
N/A,hypothetical protein,[1914179:1914851](+)
N/A,uncharacterized protein,[1914993:1915911](+)
N/A,uncharacterized protein,[1915920:1916106](-)
N/A,Inner membrane protein YjiY,[1916102:1918148](-)
N/A,hypothetical protein,[1918202:1918670](-)
N/A,hypothetical protein,[1918647:1919082](-)
N/A,hypothetical protein,[1919152:1919761](+)
N/A,putative GTP-binding protein EngB,[1919831:1920479](-)
N/A,Membrane protein insertase YidC,[1920601:1922302](-)
N/A,Putative membrane protein insertion efficiency factor,[1922339:1922552](-)
rnpA,Ribonuclease P,[1922548:1922965](-)
N/A,50S ribosomal protein L34,[1922997:1923132](-)
N/A,hypothetical protein,[1923259:1923973](-)
N/A,Beta-barrel assembly-enhancing protease,[1924026:1925475](-)
N/A,Ribonuclease E,[1925529:1928196](-)
amiA,N-acetylmuramoyl-L-alanine amidase,[1928718:1929603](+)
N/A,Penicillin-binding protein 1A,[1929667:1932205](+)
N/A,"Peptide chain release factor PrfB2, chloroplastic",[1932377:1933505](+)
N/A,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,[1933504:1934239](+)
N/A,hypothetical protein,[1934346:1934658](+)
N/A,hypothetical protein,[1934661:1934817](-)
N/A,hypothetical protein,[1934836:1935547](-)
N/A,hypothetical protein,[1935653:1936871](-)
N/A,Elongation factor,[1937067:1938888](+)
N/A,hypothetical protein,[1939052:1940090](+)
egtD,L-histidine N(alpha)-methyltransferase,[1940101:1941061](-)
N/A,Hercynine oxygenase,[1941064:1942333](-)
mmaB,"Cob(I)yrinic acid a,c-diamide adenosyltransferase",[1942412:1942982](-)
N/A,hypothetical protein,[1942989:1943223](-)
gluQ,Glutamate--tRNA ligase,[1943232:1944165](-)
N/A,hypothetical protein,[1944260:1944827](+)
N/A,Transcriptional regulatory protein btr,[1944874:1945609](-)
murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,[1945853:1947107](+)
N/A,uncharacterized protein,[1947099:1948623](+)
N/A,hypothetical protein,[1948567:1949005](-)
N/A,hypothetical protein,[1949076:1949307](-)
alkA,DNA-3-methyladenine glycosylase II,[1949310:1949928](-)
N/A,Ferredoxin-6,[1950003:1950321](+)
N/A,hypothetical protein,[1950342:1951089](-)
rlmB,23S rRNA (guanosine(2251)-2'-O)-methyltransferase,[1951144:1951912](-)
N/A,Spermidine export protein MdtJ,[1952176:1952497](+)
N/A,Beta-glucosidase,[1952677:1954942](+)
znuC,Hemin import ATP-binding protein HmuV,[1954984:1956853](+)
N/A,Itaconyl-CoA hydratase,[1956895:1957348](+)
N/A,hypothetical protein,[1957421:1957868](-)
N/A,putative diguanylate cyclase YeaP,[1958060:1959260](+)
N/A,hypothetical protein,[1959277:1959745](+)
N/A,Putative nucleoside transporter YegT,[1959728:1961039](+)
N/A,putative oxidoreductase,[1961035:1962166](+)
N/A,hypothetical protein,[1962172:1963231](+)
iolE,Myo-inosose-2 dehydratase,[1963227:1964175](+)
N/A,"Quinoprotein glucose dehydrogenase (PQQ, quinone)",[1964187:1966341](+)
pntA,NAD(P)(+) transhydrogenase (Re/Si-specific),[1966921:1968037](+)
N/A,UPF0721 transmembrane protein,[1968245:1969076](+)
N/A,hypothetical protein,[1969079:1970282](-)
rpoZ,DNA-directed RNA polymerase,[1970405:1970750](+)
N/A,hypothetical protein,[1970913:1971360](-)
speE,Spermidine synthase,[1971493:1972165](+)
N/A,Uracil-DNA glycosylase,[1972296:1973004](-)
N/A,Beta-lactamase,[1973091:1974063](+)
N/A,hypothetical protein,[1974121:1974490](+)
N/A,hypothetical protein,[1974538:1975609](+)
N/A,hypothetical protein,[1975586:1976447](-)
N/A,hypothetical protein,[1976443:1977574](-)
N/A,UDP-glucuronate 4-epimerase,[1977765:1978764](+)
kdsD,Arabinose-5-phosphate isomerase,[1978987:1980067](+)
kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,[1980168:1980870](+)
gpmB,"Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)",[1981023:1981614](+)
N/A,hypothetical protein,[1981695:1982511](-)
N/A,hypothetical protein,[1982648:1983194](-)
N/A,hypothetical protein,[1983196:1983841](-)
N/A,Ribonuclease D,[1983860:1984478](-)
N/A,ATP-dependent RNA helicase ded1,[1984715:1985531](+)
N/A,hypothetical protein,[1985778:1986375](+)
N/A,hypothetical protein,[1986431:1987751](-)
cysK,Cysteine synthase,[1987769:1988699](-)
N/A,Enterobactin exporter EntS,[1988695:1990000](-)
N/A,hypothetical protein,[1990106:1990511](-)
N/A,uncharacterized protein,[1990528:1992157](-)
degP,Peptidase Do,[1992271:1993783](-)
hflC,Protein HflC,[1993924:1994773](-)
hflK,Protein HflK,[1994772:1995903](-)
N/A,Flagellum site-determining protein YlxH,[1995976:1996936](+)
N/A,uncharacterized protein,[1997005:1997440](+)
N/A,Isoquinoline 1-oxidoreductase,[1997473:1999756](+)
hemH,Protoporphyrin ferrochelatase,[1999752:2000736](+)
phbB,Acetoacetyl-CoA reductase,[2000766:2001489](+)
N/A,hypothetical protein,[2001488:2001785](+)
N/A,putative TonB-dependent receptor BfrD,[2001843:2004210](+)
N/A,PKHD-type hydroxylase,[2004325:2005009](+)
N/A,FAD:protein FMN transferase,[2005024:2005897](-)
N/A,hypothetical protein,[2005992:2006862](-)
N/A,hypothetical protein,[2006873:2007395](-)
N/A,hypothetical protein,[2007413:2008052](-)
gdh2,Glutamate dehydrogenase,[2008322:2012993](-)
N/A,hypothetical protein,[2013262:2014537](-)
rpoC,DNA-directed RNA polymerase,[2015533:2019790](-)
rpoB,DNA-directed RNA polymerase,[2019865:2024029](-)
N/A,putative low-affinity inorganic phosphate transporter,[2024413:2025415](-)
N/A,Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical),[2025571:2026687](-)
N/A,putative TonB-dependent receptor,[2026784:2028896](-)
N/A,hypothetical protein,[2029035:2029959](-)
N/A,hypothetical protein,[2030086:2030374](+)
N/A,hypothetical protein,[2030668:2031508](+)
argG,Argininosuccinate synthase,[2031665:2032883](+)
N/A,hypothetical protein,[2033080:2033722](+)
N/A,Aerobic respiration control protein,[2033792:2034512](+)
baeS,Histidine kinase,[2034508:2035852](+)
N/A,hypothetical protein,[2036349:2037438](-)
N/A,Putative flagellar export/assembly protein LafU,[2037577:2038633](-)
N/A,Motility protein,[2038636:2039500](-)
N/A,hypothetical protein,[2039697:2040543](-)
N/A,Flagellar hook-associated protein,[2040556:2041891](-)
N/A,Peptidoglycan hydrolase,[2041887:2042199](-)
N/A,Flagellar P-ring protein,[2042198:2043446](-)
N/A,Flagellar L-ring protein,[2043457:2044171](-)
N/A,Flagellar basal-body rod protein FlgG,[2044179:2044968](-)
N/A,Flagellar basal-body rod protein,[2045025:2045769](-)
N/A,Flagellar hook protein FlgE,[2045932:2046781](-)
N/A,Basal-body rod modification protein FlgD,[2046838:2047498](-)
N/A,Flagellar basal-body rod protein,[2047494:2047905](-)
N/A,Flagellar basal body rod protein FlgB,[2047907:2048276](-)
N/A,Chemotaxis protein PomA,[2048535:2049204](+)
N/A,hypothetical protein,[2049203:2049698](+)
N/A,hypothetical protein,[2049763:2050309](+)
N/A,hypothetical protein,[2050354:2050633](+)
N/A,hypothetical protein,[2050641:2050950](+)
N/A,Peptidoglycan hydrolase,[2051078:2051930](+)
N/A,Flagellar biosynthesis protein FlhA,[2051939:2054060](+)
N/A,RNA polymerase sigma factor FliA,[2054073:2054805](+)
mdoH,Glucans biosynthesis glucosyltransferase,[2054997:2056887](-)
N/A,Glucans biosynthesis protein D,[2056947:2058429](-)
N/A,Flagellin FljM,[2058647:2059481](-)
N/A,Nitrogen regulation protein NR(I),[2059807:2061052](+)
N/A,Flagellar hook-basal body complex protein FliE,[2061064:2061424](+)
N/A,Flagellar M-ring protein,[2061425:2063156](+)
N/A,Flagellar motor switch protein FliG,[2063148:2064162](+)
N/A,hypothetical protein,[2064154:2064793](+)
fliI,H(+)-transporting two-sector ATPase,[2064789:2066118](+)
N/A,hypothetical protein,[2066114:2066540](+)
N/A,hypothetical protein,[2066541:2068371](+)
N/A,hypothetical protein,[2068397:2069033](+)
N/A,Flagellar motor switch protein FliM,[2069085:2069970](+)
N/A,Flagellar motor switch protein FliN,[2069966:2070305](+)
N/A,hypothetical protein,[2070389:2070656](+)
N/A,Flagellar biosynthetic protein FliP,[2070663:2071545](+)
N/A,Flagellar biosynthetic protein FliQ,[2071664:2071937](+)
N/A,Flagellar biosynthetic protein FliR,[2071933:2072716](+)
N/A,Flagellar biosynthetic protein FlhB,[2072719:2073856](+)
N/A,hypothetical protein,[2073935:2074391](+)
N/A,Flagellar hook-associated protein,[2074486:2075887](+)
N/A,hypothetical protein,[2075905:2076301](+)
argD,Acetylornithine transaminase,[2076497:2077691](+)
argF,Ornithine carbamoyltransferase,[2077833:2078763](+)
N/A,33 kDa chaperonin,[2078940:2079849](+)
N/A,hypothetical protein,[2079978:2080410](+)
queC,7-cyano-7-deazaguanine synthase,[2080454:2081147](+)
N/A,7-carboxy-7-deazaguanine synthase,[2081159:2081807](+)
N/A,hypothetical protein,[2082009:2082699](-)
